customer_id,plan,billing_cycle,company_size,seats,monthly_revenue,acquisition_channel,signup_date,churn_date,churned,churn_reason,support_tickets_12mo,nps_score,feature_usage_pct,upgraded,risk_category
CUST-0204,Starter,Monthly,51-200,64,303.05,Partner,2024-05-19,2024-07-20,Yes,"Poor Support",11,1,49,No,"High Risk"
CUST-0205,Business,Annual,51-200,67,1843.73,"Organic Search",2023-12-17,NULL,No,,12,1,85,Yes,"Low NPS Only"
CUST-0206,Starter,Monthly,201-500,72,337.85,"Organic Search",2024-03-23,2024-07-02,Yes,"Switched Competitor",5,6,33,No,"High Risk"
CUST-0207,Business,Monthly,1-10,1,199,Partner,2023-04-02,2023-12-15,Yes,"No Longer Needed",12,2,16,No,"High Risk"
CUST-0208,Starter,Monthly,11-50,5,46.4,Referral,2025-01-19,2025-07-03,Yes,"Missing Features",8,4,21,No,"High Risk"
CUST-0209,Starter,Annual,51-200,46,191.04,"Social Media",2022-05-05,2022-07-30,Yes,"Company Closed",2,1,13,No,"High Risk"
CUST-0210,Enterprise,Monthly,51-200,72,5813.35,"Social Media",2022-09-22,2025-05-26,Yes,"Price Too High",13,1,17,No,"High Risk"
CUST-0211,Enterprise,Annual,201-500,48,3414.41,"Paid Ads",2025-06-30,NULL,No,,12,2,23,No,"High Risk"
CUST-0212,Business,Annual,1-10,1,169.15,Partner,2024-01-08,NULL,No,,1,6,60,No,"Low NPS Only"
CUST-0213,Business,Annual,500+,209,5446.63,Partner,2023-05-20,NULL,No,,4,2,31,No,"High Risk"
CUST-0214,Starter,Monthly,11-50,17,98.6,Referral,2024-09-23,2025-08-11,Yes,"No Longer Needed",4,4,10,No,"High Risk"
CUST-0215,Starter,Monthly,11-50,21,116,"Direct Sales",2025-01-09,2025-06-29,Yes,"Switched Competitor",15,5,27,No,"High Risk"
CUST-0216,Starter,Monthly,11-50,15,89.9,"Organic Search",2024-07-20,2024-09-16,Yes,"Poor Support",11,4,20,No,"High Risk"
CUST-0217,Professional,Monthly,51-200,46,612.25,Partner,2024-04-05,NULL,No,,3,7,39,No,"Low Usage Only"
CUST-0218,Starter,Monthly,51-200,22,120.35,"Direct Sales",2022-10-15,2024-01-25,Yes,"Company Closed",3,3,27,No,"High Risk"
CUST-0219,Starter,Annual,1-10,8,50.53,"Organic Search",2023-08-22,NULL,No,,6,8,32,No,"Low Usage Only"
CUST-0220,Professional,Monthly,1-10,1,79,"Social Media",2023-09-26,2025-05-11,Yes,"Price Too High",9,5,44,No,"High Risk"
CUST-0221,Business,Annual,1-10,3,219.9,"Organic Search",2025-06-28,NULL,No,,7,8,43,No,"Low Usage Only"
CUST-0222,Professional,Monthly,51-200,47,624.1,Referral,2024-10-03,NULL,No,,6,8,63,Yes,"Low Risk"
CUST-0223,Starter,Monthly,201-500,68,320.45,"Paid Ads",2025-04-01,2025-10-19,Yes,"Switched Competitor",9,4,42,No,"High Risk"
CUST-0224,Enterprise,Annual,51-200,72,4941.35,"Social Media",2025-02-01,2025-02-13,Yes,"Missing Features",0,1,11,No,"High Risk"
CUST-0225,Professional,Annual,11-50,27,329.03,"Organic Search",2025-11-17,NULL,No,,7,4,39,No,"High Risk"
CUST-0226,Professional,Monthly,51-200,64,825.55,"Organic Search",2025-04-18,NULL,No,,10,4,87,No,"Low NPS Only"
CUST-0227,Starter,Monthly,1-10,6,50.75,Referral,2024-09-10,2024-10-27,Yes,"Missing Features",5,3,39,No,"High Risk"
CUST-0228,Starter,Annual,11-50,10,57.93,"Organic Search",2024-01-12,NULL,No,,8,6,46,Yes,"High Risk"
CUST-0229,Enterprise,Monthly,201-500,118,9256.45,"Organic Search",2024-04-06,NULL,No,,0,10,85,No,"Low Risk"
CUST-0230,Starter,Monthly,11-50,24,129.05,Referral,2023-06-10,2023-10-22,Yes,"Switched Competitor",13,1,31,No,"High Risk"
CUST-0231,Starter,Monthly,51-200,33,168.2,"Direct Sales",2023-11-16,NULL,No,,4,9,52,No,"Low Risk"
CUST-0232,Professional,Monthly,51-200,44,588.55,"Organic Search",2025-06-09,NULL,No,,9,5,71,No,"Low NPS Only"
CUST-0233,Professional,Monthly,201-500,112,1394.35,Partner,2025-02-07,NULL,No,,0,8,17,No,"Low Usage Only"
CUST-0234,Business,Monthly,51-200,55,1810.9,"Paid Ads",2024-04-03,2024-12-04,Yes,"Poor Support",2,2,15,No,"High Risk"
CUST-0235,Business,Annual,11-50,15,524.37,"Paid Ads",2024-05-09,NULL,No,,6,9,23,Yes,"Low Usage Only"
CUST-0236,Starter,Monthly,201-500,45,220.4,"Paid Ads",2023-07-10,2023-07-12,Yes,"Company Closed",7,3,49,No,"High Risk"
CUST-0237,Professional,Monthly,500+,109,1358.8,"Direct Sales",2022-08-15,NULL,No,,0,3,30,No,"High Risk"
CUST-0238,Business,Monthly,51-200,29,1034.8,Referral,2023-04-29,NULL,No,,12,1,86,No,"Low NPS Only"
CUST-0239,Business,Monthly,11-50,34,1184.05,Partner,2022-04-16,2023-07-02,Yes,"Missing Features",8,3,24,No,"High Risk"
CUST-0240,Starter,Annual,1-10,4,35.74,"Social Media",2025-02-15,NULL,No,,6,2,23,No,"High Risk"
CUST-0241,Starter,Monthly,51-200,66,311.75,Referral,2023-09-09,2023-10-29,Yes,"Budget Cuts",1,4,15,No,"High Risk"
CUST-0242,Business,Annual,11-50,10,397.5,"Paid Ads",2023-11-02,NULL,No,,1,8,38,No,"Low Usage Only"
CUST-0243,Enterprise,Monthly,201-500,122,9555.85,"Organic Search",2024-10-07,NULL,No,,4,7,94,Yes,"Low Risk"
CUST-0244,Starter,Monthly,51-200,23,124.7,"Paid Ads",2025-04-21,2025-05-07,Yes,"Poor Support",7,6,18,No,"High Risk"
CUST-0245,Business,Annual,1-10,1,169.15,"Organic Search",2025-11-28,NULL,No,,5,3,39,No,"High Risk"
CUST-0246,Professional,Monthly,1-10,6,138.25,Referral,2024-04-15,2024-06-23,Yes,"Missing Features",5,4,14,No,"High Risk"
CUST-0247,Business,Annual,500+,251,6512.27,"Social Media",2025-11-07,NULL,No,,10,6,38,No,"High Risk"
CUST-0248,Starter,Annual,201-500,111,431.37,"Direct Sales",2024-03-22,2024-11-18,Yes,"Company Closed",5,1,36,No,"High Risk"
CUST-0249,Professional,Monthly,1-10,6,138.25,"Direct Sales",2025-04-18,2025-10-15,Yes,"Poor Support",5,3,36,No,"High Risk"
CUST-0250,Business,Monthly,1-10,1,199,Referral,2025-10-14,NULL,No,,1,10,69,No,"Low Risk"
CUST-0251,Starter,Annual,11-50,31,135.57,Partner,2022-09-28,2025-01-12,Yes,"Price Too High",0,6,40,No,"High Risk"
CUST-0252,Business,Annual,11-50,19,625.86,"Social Media",2024-05-12,2025-10-19,Yes,"Poor Support",15,2,47,No,"High Risk"
CUST-0253,Professional,Monthly,11-50,32,446.35,"Organic Search",2022-11-29,2024-01-13,Yes,"Company Closed",7,1,20,No,"High Risk"
CUST-0254,Starter,Annual,11-50,12,65.32,"Organic Search",2025-05-18,NULL,No,,0,9,50,Yes,"Low Risk"
CUST-0255,Business,Monthly,1-10,1,199,"Organic Search",2022-03-25,2022-04-20,Yes,"Budget Cuts",14,5,28,No,"High Risk"
CUST-0256,Business,Monthly,11-50,7,378.1,"Organic Search",2023-03-07,NULL,No,,10,10,58,Yes,"Low Risk"
CUST-0257,Starter,Annual,500+,285,1074.74,"Social Media",2024-09-27,NULL,No,,2,9,91,Yes,"Low Risk"
CUST-0258,Starter,Annual,51-200,31,135.57,Referral,2022-04-19,2024-04-18,Yes,"No Longer Needed",4,5,36,No,"High Risk"
CUST-0259,Professional,Annual,201-500,143,1497.45,Partner,2025-07-02,NULL,No,,3,1,84,No,"Low NPS Only"
CUST-0260,Professional,Monthly,500+,193,2354.2,"Organic Search",2023-07-30,2025-02-05,Yes,"Switched Competitor",3,3,39,No,"High Risk"
CUST-0261,Professional,Annual,1-10,5,107.44,"Organic Search",2024-09-08,NULL,No,,1,9,95,No,"Low Risk"
CUST-0262,Business,Monthly,1-10,8,407.95,Partner,2024-02-05,2025-05-14,Yes,"Budget Cuts",14,6,19,No,"High Risk"
CUST-0263,Business,Annual,11-50,8,346.76,Partner,2025-08-08,NULL,No,,3,6,43,No,"High Risk"
CUST-0264,Starter,Monthly,51-200,52,250.85,"Organic Search",2025-02-14,NULL,No,,2,7,42,No,"Low Usage Only"
CUST-0265,Professional,Monthly,51-200,45,600.4,"Paid Ads",2025-03-22,NULL,No,,11,1,56,No,"Low NPS Only"
CUST-0266,Starter,Annual,11-50,22,102.3,Referral,2022-04-14,2022-07-08,Yes,"Budget Cuts",5,4,20,No,"High Risk"
CUST-0267,Enterprise,Monthly,1-10,3,648.7,"Paid Ads",2023-05-07,NULL,No,,3,1,41,No,"High Risk"
CUST-0268,Professional,Annual,201-500,49,550.63,"Organic Search",2022-09-26,NULL,No,,12,7,46,No,"Low Usage Only"
CUST-0269,Professional,Monthly,1-10,3,102.7,"Social Media",2025-04-03,2025-12-11,Yes,"No Longer Needed",3,2,20,No,"High Risk"
CUST-0270,Professional,Monthly,51-200,66,849.25,Referral,2023-02-25,2025-08-03,Yes,"Price Too High",6,2,37,No,"High Risk"
CUST-0271,Professional,Monthly,11-50,13,221.2,"Organic Search",2025-02-24,2025-03-05,Yes,"Company Closed",6,4,19,No,"High Risk"
CUST-0272,Starter,Monthly,201-500,103,472.7,Partner,2024-02-21,2024-05-27,Yes,"Budget Cuts",11,1,14,No,"High Risk"
CUST-0273,Professional,Annual,1-10,6,117.51,"Organic Search",2025-12-31,NULL,No,,2,9,20,No,"Low Usage Only"
CUST-0274,Professional,Annual,51-200,41,470.05,Partner,2025-08-13,NULL,No,,2,8,37,No,"Low Usage Only"
CUST-0275,Business,Monthly,1-10,6,348.25,"Organic Search",2024-10-01,NULL,No,,7,7,30,No,"Low Usage Only"
CUST-0276,Starter,Monthly,201-500,50,242.15,Referral,2024-01-28,NULL,No,,0,3,40,Yes,"High Risk"
CUST-0277,Enterprise,Monthly,11-50,31,2744.5,Referral,2023-02-02,2023-05-07,Yes,"Switched Competitor",3,1,12,No,"High Risk"
CUST-0278,Business,Monthly,51-200,48,1601.95,"Organic Search",2025-10-17,NULL,No,,7,4,52,No,"Low NPS Only"
CUST-0279,Starter,Monthly,1-10,7,55.1,"Organic Search",2025-09-09,NULL,No,,4,3,93,No,"Low NPS Only"
CUST-0280,Starter,Monthly,1-10,3,37.7,"Direct Sales",2025-05-01,NULL,No,,2,6,66,No,"Low NPS Only"
CUST-0281,Business,Annual,11-50,25,778.09,Partner,2025-06-11,NULL,No,,4,3,90,No,"Low NPS Only"
CUST-0282,Professional,Monthly,11-50,15,244.9,Partner,2025-05-03,NULL,No,,1,6,86,Yes,"Low NPS Only"
CUST-0283,Professional,Monthly,51-200,18,280.45,"Paid Ads",2022-11-22,2025-09-25,Yes,"Switched Competitor",6,2,11,No,"High Risk"
CUST-0284,Starter,Monthly,201-500,82,381.35,"Organic Search",2024-11-10,NULL,No,,10,4,84,Yes,"Low NPS Only"
CUST-0285,Starter,Monthly,201-500,111,507.5,"Social Media",2025-12-13,NULL,No,,9,7,73,No,"Low Risk"
CUST-0286,Business,Annual,1-10,2,194.52,"Organic Search",2023-07-02,2023-09-25,Yes,"Budget Cuts",1,2,39,No,"High Risk"
CUST-0287,Enterprise,Monthly,51-200,71,5738.5,Referral,2023-01-13,NULL,No,,9,10,36,No,"Low Usage Only"
CUST-0288,Business,Monthly,11-50,19,736.3,"Organic Search",2025-03-22,NULL,No,,12,9,47,Yes,"Low Usage Only"
CUST-0289,Professional,Monthly,51-200,51,671.5,"Organic Search",2022-01-06,NULL,No,,3,7,75,No,"Low Risk"
CUST-0290,Business,Annual,201-500,55,1539.27,"Paid Ads",2022-07-29,2024-05-29,Yes,"Poor Support",8,2,34,No,"High Risk"
CUST-0291,Enterprise,Annual,51-200,16,1378.49,"Social Media",2023-01-12,NULL,No,,9,6,31,No,"High Risk"
CUST-0292,Professional,Monthly,1-10,8,161.95,"Direct Sales",2023-07-03,2025-01-31,Yes,"Switched Competitor",3,1,32,No,"High Risk"
CUST-0293,Professional,Monthly,11-50,24,351.55,"Direct Sales",2022-02-21,2022-08-11,Yes,"Switched Competitor",8,1,35,No,"High Risk"
CUST-0294,Business,Monthly,51-200,51,1691.5,Referral,2025-08-22,2025-11-14,Yes,"Switched Competitor",1,4,25,No,"High Risk"
CUST-0295,Starter,Monthly,201-500,34,172.55,Referral,2022-10-12,2022-10-29,Yes,"Budget Cuts",6,4,12,No,"High Risk"
CUST-0296,Starter,Monthly,201-500,146,659.75,Partner,2023-10-19,2023-11-10,Yes,"Price Too High",8,3,13,No,"High Risk"
CUST-0297,Business,Monthly,51-200,36,1243.75,"Paid Ads",2024-12-19,NULL,No,,6,10,82,No,"Low Risk"
CUST-0298,Starter,Monthly,51-200,70,329.15,"Direct Sales",2023-06-28,2024-08-27,Yes,"Budget Cuts",15,2,11,No,"High Risk"
CUST-0299,Business,Monthly,11-50,13,557.2,"Organic Search",2022-04-29,2022-07-15,Yes,"Price Too High",6,6,43,No,"High Risk"
CUST-0300,Starter,Monthly,11-50,23,124.7,"Paid Ads",2025-06-06,NULL,No,,11,10,44,No,"Low Usage Only"
CUST-0301,Professional,Annual,201-500,108,1144.91,"Organic Search",2024-12-14,NULL,No,,3,6,32,Yes,"High Risk"
CUST-0302,Business,Annual,11-50,19,625.86,"Paid Ads",2023-04-08,NULL,No,,8,10,53,No,"Low Risk"
CUST-0303,Business,Annual,11-50,22,701.97,"Social Media",2022-01-24,2023-12-12,Yes,"Poor Support",1,5,10,No,"High Risk"
CUST-0304,Professional,Annual,11-50,29,349.18,Referral,2022-12-03,2023-02-19,Yes,"No Longer Needed",14,3,32,No,"High Risk"
CUST-0305,Business,Monthly,201-500,99,3124.3,Partner,2025-02-24,NULL,No,,8,7,17,No,"Low Usage Only"
CUST-0306,Business,Monthly,11-50,26,945.25,"Organic Search",2024-12-15,NULL,No,,4,6,41,No,"High Risk"
CUST-0307,Enterprise,Annual,51-200,50,3541.65,"Organic Search",2025-02-09,NULL,No,,9,9,36,No,"Low Usage Only"
CUST-0308,Business,Annual,11-50,21,676.6,"Paid Ads",2025-09-20,NULL,No,,0,8,91,No,"Low Risk"
CUST-0309,Starter,Annual,1-10,7,46.83,"Paid Ads",2023-09-03,2024-01-09,Yes,"Poor Support",5,2,41,No,"High Risk"
CUST-0310,Starter,Monthly,201-500,71,333.5,"Direct Sales",2023-07-08,2024-02-11,Yes,"No Longer Needed",1,3,14,No,"High Risk"
CUST-0311,Professional,Annual,500+,290,2978.1,Referral,2024-02-15,NULL,No,,9,9,39,No,"Low Usage Only"
CUST-0312,Starter,Annual,201-500,36,154.06,Partner,2024-03-06,2024-09-01,Yes,"Switched Competitor",4,5,42,No,"High Risk"
CUST-0313,Starter,Monthly,51-200,74,346.55,"Organic Search",2025-01-22,NULL,No,,3,4,18,No,"High Risk"
CUST-0314,Starter,Annual,1-10,8,50.53,Referral,2024-10-07,NULL,No,,3,2,22,No,"High Risk"
CUST-0315,Starter,Monthly,11-50,13,81.2,"Paid Ads",2025-03-23,2025-09-20,Yes,"Company Closed",12,3,29,No,"High Risk"
CUST-0316,Professional,Annual,11-50,33,389.47,Partner,2022-10-01,2025-09-06,Yes,"Poor Support",11,6,37,No,"High Risk"
CUST-0317,Starter,Monthly,11-50,31,159.5,Partner,2024-12-09,2025-04-11,Yes,"Price Too High",6,3,26,No,"High Risk"
CUST-0318,Starter,Monthly,1-10,1,29,"Social Media",2025-02-06,2025-10-26,Yes,"Company Closed",12,3,30,No,"High Risk"
CUST-0319,Starter,Annual,51-200,40,168.85,"Organic Search",2022-07-16,2022-10-13,Yes,"Switched Competitor",14,4,38,No,"High Risk"
CUST-0320,Professional,Annual,51-200,20,258.53,"Organic Search",2023-12-19,NULL,No,,10,9,34,No,"Low Usage Only"
CUST-0321,Professional,Monthly,1-10,2,90.85,"Organic Search",2025-03-11,2025-04-30,Yes,"Company Closed",8,3,15,No,"High Risk"
CUST-0322,Professional,Annual,51-200,34,399.54,"Social Media",2024-10-14,2024-12-11,Yes,"Missing Features",11,6,12,No,"High Risk"
CUST-0323,Business,Monthly,1-10,7,378.1,Partner,2023-10-18,NULL,No,,5,9,55,No,"Low Risk"
CUST-0324,Starter,Annual,51-200,24,109.69,"Organic Search",2025-11-12,NULL,No,,7,2,90,No,"Low NPS Only"
CUST-0325,Professional,Annual,201-500,105,1114.69,"Paid Ads",2022-03-28,2023-09-25,Yes,"Budget Cuts",2,1,15,No,"High Risk"
CUST-0326,Business,Annual,11-50,10,397.5,Partner,2025-01-19,NULL,No,,6,9,77,Yes,"Low Risk"
CUST-0327,Professional,Monthly,11-50,15,244.9,Partner,2022-05-04,2022-06-25,Yes,"Company Closed",14,1,15,No,"High Risk"
CUST-0328,Professional,Monthly,11-50,13,221.2,"Paid Ads",2024-08-30,NULL,No,,2,4,71,No,"Low NPS Only"
CUST-0329,Starter,Monthly,500+,297,1316.6,Partner,2025-12-11,NULL,No,,7,4,44,No,"High Risk"
CUST-0330,Professional,Monthly,51-200,51,671.5,"Direct Sales",2024-03-17,NULL,No,,7,4,84,No,"Low NPS Only"
CUST-0331,Professional,Monthly,51-200,30,422.65,"Social Media",2025-06-13,NULL,No,,11,5,60,No,"Low NPS Only"
CUST-0332,Professional,Monthly,51-200,77,979.6,"Paid Ads",2025-03-08,2025-06-10,Yes,"Budget Cuts",3,2,40,No,"High Risk"
CUST-0333,Professional,Annual,51-200,18,238.38,Partner,2024-04-05,2025-10-06,Yes,"Missing Features",14,1,33,No,"High Risk"
CUST-0334,Starter,Annual,201-500,85,335.24,"Organic Search",2023-10-13,2024-01-22,Yes,"Budget Cuts",8,1,35,No,"High Risk"
CUST-0335,Professional,Monthly,11-50,18,280.45,"Social Media",2022-09-07,2024-03-13,Yes,"No Longer Needed",10,1,27,No,"High Risk"
CUST-0336,Business,Annual,1-10,5,270.64,"Organic Search",2023-07-14,2025-02-15,Yes,"Company Closed",7,1,36,No,"High Risk"
CUST-0337,Starter,Monthly,51-200,65,307.4,"Paid Ads",2022-11-22,2023-03-19,Yes,"Price Too High",3,1,45,No,"High Risk"
CUST-0338,Starter,Annual,11-50,26,117.09,Partner,2024-01-29,NULL,No,,4,8,42,Yes,"Low Usage Only"
CUST-0339,Starter,Monthly,1-10,4,42.05,"Organic Search",2024-05-28,2025-01-20,Yes,"Price Too High",0,4,13,No,"High Risk"
CUST-0340,Starter,Annual,201-500,140,538.6,"Organic Search",2022-06-30,2022-10-01,Yes,"Budget Cuts",14,2,43,No,"High Risk"
CUST-0341,Starter,Monthly,201-500,41,203,"Paid Ads",2025-03-19,2025-06-24,Yes,"No Longer Needed",12,1,40,No,"High Risk"
CUST-0342,Starter,Annual,201-500,78,309.36,"Paid Ads",2024-08-15,2025-08-15,Yes,"Switched Competitor",3,1,35,No,"High Risk"
CUST-0343,Business,Annual,11-50,12,448.25,Referral,2023-05-23,2025-04-18,Yes,"No Longer Needed",12,6,19,No,"High Risk"
CUST-0344,Professional,Monthly,11-50,32,446.35,Referral,2022-05-22,2023-06-15,Yes,"Company Closed",3,3,29,No,"High Risk"
CUST-0345,Business,Annual,1-10,4,245.27,"Paid Ads",2022-09-26,NULL,No,,4,2,93,No,"Low NPS Only"
CUST-0346,Business,Monthly,201-500,126,3930.25,"Paid Ads",2025-11-18,NULL,No,,9,8,20,No,"Low Usage Only"
CUST-0347,Professional,Annual,51-200,17,228.31,"Organic Search",2025-09-25,NULL,No,,5,4,21,No,"High Risk"
CUST-0348,Business,Monthly,51-200,73,2348.2,"Organic Search",2025-06-05,NULL,No,,9,5,74,No,"Low NPS Only"
CUST-0349,Business,Annual,11-50,29,879.58,"Paid Ads",2024-06-14,NULL,No,,7,10,33,No,"Low Usage Only"
CUST-0350,Professional,Monthly,51-200,59,766.3,"Social Media",2022-02-27,2022-10-03,Yes,"Switched Competitor",6,2,21,No,"High Risk"
CUST-0351,Starter,Annual,1-10,4,35.74,"Paid Ads",2024-07-21,2024-12-03,Yes,"Missing Features",8,6,47,No,"High Risk"
CUST-0352,Starter,Monthly,500+,130,590.15,Partner,2023-07-18,2024-05-11,Yes,"Budget Cuts",5,4,23,No,"High Risk"
CUST-0353,Business,Annual,201-500,61,1691.5,"Social Media",2025-04-02,2025-05-16,Yes,"Missing Features",15,5,33,No,"High Risk"
CUST-0354,Business,Annual,1-10,8,346.76,Partner,2022-06-25,2024-12-29,Yes,"Poor Support",10,6,30,No,"High Risk"
CUST-0355,Starter,Annual,51-200,43,179.94,"Organic Search",2024-10-27,NULL,No,,3,3,63,No,"Low NPS Only"
CUST-0356,Starter,Annual,11-50,6,43.14,"Organic Search",2022-09-13,2022-11-05,Yes,"Poor Support",15,3,46,No,"High Risk"
CUST-0357,Starter,Annual,201-500,92,361.12,"Organic Search",2023-01-23,2023-06-03,Yes,"Missing Features",13,1,38,No,"High Risk"
CUST-0358,Starter,Annual,51-200,30,131.88,Referral,2025-02-24,NULL,No,,1,7,39,No,"Low Usage Only"
CUST-0359,Business,Monthly,201-500,118,3691.45,"Direct Sales",2025-07-03,NULL,No,,10,5,87,No,"Low NPS Only"
CUST-0360,Starter,Annual,1-10,2,28.35,"Social Media",2022-08-07,NULL,No,,11,6,20,No,"High Risk"
CUST-0361,Professional,Annual,1-10,7,127.59,"Paid Ads",2024-06-08,NULL,No,,12,7,31,No,"Low Usage Only"
CUST-0362,Enterprise,Monthly,51-200,59,4840.3,"Organic Search",2023-09-21,NULL,No,,0,3,90,No,"Low NPS Only"
CUST-0363,Enterprise,Monthly,1-10,7,948.1,"Social Media",2024-03-06,NULL,No,,2,6,41,No,"High Risk"
CUST-0364,Business,Monthly,11-50,17,676.6,Partner,2022-04-05,2025-09-20,Yes,"Price Too High",7,4,13,No,"High Risk"
CUST-0365,Starter,Monthly,11-50,14,85.55,Partner,2024-03-11,2024-06-07,Yes,"Switched Competitor",9,2,14,No,"High Risk"
CUST-0366,Professional,Monthly,51-200,52,683.35,"Paid Ads",2025-09-28,NULL,No,,11,8,17,No,"Low Usage Only"
CUST-0367,Starter,Annual,1-10,5,39.44,Referral,2023-07-29,NULL,No,,1,3,80,No,"Low NPS Only"
CUST-0368,Professional,Annual,11-50,25,308.89,Partner,2024-05-17,NULL,No,,3,6,92,No,"Low NPS Only"
CUST-0369,Enterprise,Monthly,11-50,25,2295.4,"Direct Sales",2025-03-09,2025-04-28,Yes,"Switched Competitor",9,6,37,No,"High Risk"
CUST-0370,Starter,Monthly,201-500,117,533.6,"Organic Search",2024-07-19,2025-04-28,Yes,"Price Too High",8,6,10,No,"High Risk"
CUST-0371,Starter,Monthly,51-200,39,194.3,Referral,2024-03-01,2024-04-17,Yes,"Price Too High",13,1,22,No,"High Risk"
CUST-0372,Business,Monthly,11-50,29,1034.8,"Paid Ads",2023-02-10,2025-10-14,Yes,"Company Closed",12,1,34,No,"High Risk"
CUST-0373,Business,Monthly,1-10,4,288.55,Partner,2025-10-29,NULL,No,,6,2,63,No,"Low NPS Only"
CUST-0374,Starter,Monthly,201-500,139,629.3,"Paid Ads",2022-01-08,2022-04-08,Yes,"Missing Features",10,6,20,No,"High Risk"
CUST-0375,Starter,Annual,11-50,16,80.11,"Organic Search",2022-05-12,2023-01-05,Yes,"Missing Features",7,5,18,No,"High Risk"
CUST-0376,Enterprise,Annual,51-200,46,3287.16,Partner,2023-03-09,2024-06-16,Yes,"No Longer Needed",12,5,27,No,"High Risk"
CUST-0377,Starter,Monthly,11-50,26,137.75,"Organic Search",2023-09-22,2023-12-09,Yes,"Poor Support",12,1,33,No,"High Risk"
CUST-0378,Business,Monthly,11-50,5,318.4,"Organic Search",2022-05-11,2023-11-07,Yes,"Poor Support",10,6,31,No,"High Risk"
CUST-0379,Starter,Annual,201-500,62,250.2,"Social Media",2023-07-22,2023-08-24,Yes,"Missing Features",13,6,10,No,"High Risk"
CUST-0380,Business,Annual,201-500,150,3949.65,"Organic Search",2024-04-07,NULL,No,,7,9,67,No,"Low Risk"
CUST-0381,Starter,Annual,201-500,126,486.84,"Direct Sales",2022-08-26,NULL,No,,11,5,74,No,"Low NPS Only"
CUST-0382,Starter,Monthly,11-50,24,129.05,"Organic Search",2023-01-14,2025-09-22,Yes,"Price Too High",11,1,16,No,"High Risk"
CUST-0383,Professional,Annual,1-10,4,97.37,Referral,2025-02-27,2025-11-09,Yes,"Switched Competitor",0,4,29,No,"High Risk"
CUST-0384,Enterprise,Monthly,201-500,141,10978,"Paid Ads",2022-09-24,NULL,No,,6,2,49,No,"High Risk"
CUST-0385,Starter,Annual,201-500,142,546,"Paid Ads",2023-09-02,2023-09-30,Yes,"No Longer Needed",13,2,31,No,"High Risk"
CUST-0386,Professional,Monthly,1-10,4,114.55,Referral,2025-08-20,2025-12-13,Yes,"Budget Cuts",7,1,24,No,"High Risk"
CUST-0387,Starter,Monthly,1-10,3,37.7,Referral,2023-07-30,2023-12-10,Yes,"Price Too High",11,1,46,No,"High Risk"
CUST-0388,Professional,Annual,11-50,31,369.33,Partner,2023-05-25,NULL,No,,11,4,66,No,"Low NPS Only"
CUST-0389,Professional,Annual,201-500,94,1003.89,Referral,2024-06-27,NULL,No,,7,7,62,No,"Low Risk"
CUST-0390,Professional,Monthly,201-500,38,517.45,"Paid Ads",2023-05-13,2024-07-27,Yes,"Poor Support",4,4,44,No,"High Risk"
CUST-0391,Starter,Annual,1-10,8,50.53,"Paid Ads",2022-10-31,2024-06-10,Yes,"No Longer Needed",2,6,17,No,"High Risk"
CUST-0392,Starter,Monthly,11-50,19,107.3,"Paid Ads",2024-03-10,2024-05-06,Yes,"Missing Features",9,5,18,No,"High Risk"
CUST-0393,Professional,Monthly,51-200,39,529.3,"Direct Sales",2025-02-13,NULL,No,,1,10,49,No,"Low Usage Only"
CUST-0394,Professional,Annual,11-50,19,248.46,"Organic Search",2024-03-28,NULL,No,,5,6,23,No,"High Risk"
CUST-0395,Business,Monthly,1-10,4,288.55,"Organic Search",2024-03-12,NULL,No,,0,4,39,No,"High Risk"
CUST-0396,Professional,Monthly,1-10,7,150.1,Referral,2023-10-18,NULL,No,,3,7,73,No,"Low Risk"
CUST-0397,Starter,Annual,11-50,5,39.44,"Organic Search",2024-08-14,2024-10-27,Yes,"Company Closed",2,1,39,No,"High Risk"
CUST-0398,Business,Annual,500+,252,6537.65,"Organic Search",2023-04-28,2023-05-22,Yes,"Price Too High",9,6,44,No,"High Risk"
CUST-0399,Business,Annual,201-500,86,2325.81,"Paid Ads",2023-10-10,2025-11-23,Yes,"Switched Competitor",0,2,11,No,"High Risk"
CUST-0400,Starter,Annual,1-10,5,39.44,Partner,2022-07-29,2024-07-19,Yes,"Budget Cuts",3,1,34,No,"High Risk"
CUST-0401,Business,Annual,1-10,7,321.38,"Organic Search",2024-11-06,NULL,No,,9,9,30,No,"Low Usage Only"
CUST-0402,Professional,Annual,51-200,34,399.54,Referral,2022-04-04,2024-08-24,Yes,"Company Closed",14,1,34,No,"High Risk"
CUST-0403,Business,Monthly,1-10,8,407.95,"Organic Search",2023-01-22,2024-08-27,Yes,"Poor Support",13,5,25,No,"High Risk"
CUST-0404,Business,Monthly,51-200,43,1452.7,Partner,2025-09-25,NULL,No,,4,5,79,No,"Low NPS Only"
CUST-0405,Business,Monthly,11-50,7,378.1,"Paid Ads",2025-02-23,NULL,No,,11,1,29,Yes,"High Risk"
CUST-0406,Business,Monthly,51-200,29,1034.8,"Direct Sales",2023-02-22,2025-09-29,Yes,"Missing Features",14,4,41,No,"High Risk"
CUST-0407,Professional,Annual,500+,115,1215.41,Referral,2022-09-12,2023-04-03,Yes,"Missing Features",7,4,48,No,"High Risk"
